Text,Category 
आज पर्यत you tubes पाहिलेला सगळ्यात भारी video म्हणजे हा आहे मिञा.......,None of the categories
Movie yet asel,None of the categories
"magy lok mhnaechy gand marli ragat ghat kelyavr atta khara gand marnar lok 
pn ek confusion ahy kon kunachi marnar ? kas tharvnar he doghy",Homophobia
ह्याला म्हणतात बातमी आणि पत्रकारिता ❤️👌🏼,None of the categories
भारत हा पुरोगामी विचारांचा लोकशाही मानणारा देश आहे आणि प्रत्येक भारतीयाला कायद्याच्या परिपेक्षात राहून आपले जीवन आपल्या पद्धतीने जगण्याचा पूर्ण अधिकार आहे...! वडील म्हणून मांजरेकरांचे विचार प्रगल्भ आहेत..,None of the categories
Wahhh balu jay lgbtq,None of the categories
चांगला विषय घेतलाय…,None of the categories
हाताच काम कमि झाल,None of the categories
हि देवाचीच योजना होती की त्यांना एकत्र यावे प्रेमाचा संदेश इतरांना द्यावा,None of the categories
वहिनीसाहेब खूप भारी बोललात अभिनंदन,None of the categories
"!! .....कलियुग आल हो कलियुग आलं।।।
विश्वास ठेवा अगर ठेऊ नका
5हजार वर्षानपूर्वी श्रीमद्भागवतात जे सांगितलेय ती एकेक गोष्ट बीज धरु लागलिय।।।",Homophobia
#सांगेन काय भाऊ आहेच #तो गे.....,None of the categories
Atishay dhadsi ani anokha nirnay ahe. Manla yana. Navya yugachi surwat.,None of the categories
Vaait ekach goshtich vatat ki evhdhi sushikshit Lok Aani ashe ekmekansobat sambandh thevtat saglyach purushanni as Kel tr mulinni kaay karaych.,None of the categories
Bhartat kharach ajun pan saglikade LGBTQ community baddal awareness alel nahiye. Marathi kida ne ya topic var video karnyacha prayatn kela tyabaddal kharach abhinandan. Video shevatparyant pahila me ani 16:19 - 16.27 pahilyavar tachkini dolyat pani al. Ani khatri ahe ki tumchya sathi applause karnara divas jast lamb nahiye 👏👏👏,None of the categories
Khup chan bolata tai  tumhi,None of the categories
Aahe ch to tar,Homophobia
  @ank8872  mulat Gay asna chukicha ahe.!,Homophobia
he doghepn 6 ke ahet,Homophobia
सर्व लोकांच्या comments वाचल्या ... तर त्यात बरचशे नीच विचाराचे लोक सापडले ... जे ह्या relationship ला विरोध करतायेत .... पहिली गोष्ट अशी की तुम्हाला शिक्षणाची खूप गरज आहे ... थोडी बुद्धीची गरज आहे त्याचबरोबर maturity ची पण .... तृतीयपंथी कोणी स्वतःच्या मर्जीने बनत नाही .. ते naturally होत असत.... त्यामुळे त्यांच्याकडे बघण्याचा दृष्टिकोन बदलला पाहिजे... त्यांना पण समाजात जगण्याचा equally अधिकार आहे... आणि जर सपना आणि बाळू ने स्वतःच्या मर्जीने लग्न केले आहे ते दोघेही खुश आहेत मग तुम्हा लोकांना काय problem आहे.... अडाणी आणि मूर्ख बनू नका प्रत्येक गोष्टीचा सन्मान करायला शिका,None of the categories
